121.111115,8.090114,q
114.67074,6.907052,q
105.29295,7.4547577,q
123.49478,7.446483,q
103.21667,6.7815,q
97.86667,6.9,q
/
121.111115,8.090114,q
114.67074,6.907052,q
105.29295,7.4547577,q
103.21667,6.7815,q
97.86667,6.9,q
/
121.111115,8.090114,q
112.11474,6.8363333,q
103.21667,6.7815,q
97.86667,6.9,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.7,7.59,q
115.0,6.1,q
76.39619,5.42,q
37.896,2.14,q
38.118183,1.807,q
70.564445,4.2,q
72.193,3.74,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.16939,7.59,q
114.63326,6.3341904,q
74.27086,4.4271817,q
67.71429,3.968,q
38.1,1.7,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.7,7.59,q
115.0,6.1,q
76.39619,5.42,q
37.896,2.14,q
38.118183,1.807,q
70.564445,4.2,q
72.193,3.74,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.7,7.59,q
114.6,6.1,q
75.9,4.6164446,q
37.896,2.18,q
38.1,1.7,q
69.2,3.968,q
75.0,4.6966767,q
115.2,6.4,q
147.16939,7.59,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.7,7.59,q
114.6,6.1,q
75.9,4.6164446,q
37.896,2.18,q
38.1,1.7,q
69.2,3.968,q
75.0,4.6966767,q
115.2,6.4,q
147.16939,7.59,q
/
123.16,6.96,q
116.5,6.775,q
115.26,7.055,q
147.7,7.59,q
115.0,6.1,q
76.39619,5.31,q
37.896,2.14,q
72.825874,3.8139973,q
/
56.534443,3.8966668,q
113.388336,7.22,q
124.21833,7.1,q
115.418335,6.825,q
146.9,7.765,q
115.0,6.1,q
76.39619,5.42,q
37.896,2.14,q
38.118183,1.807,q
70.564445,4.2,q
72.193,3.74,q
/
56.534443,3.8966668,q
113.388336,7.22,q
124.21833,7.1,q
115.418335,6.825,q
146.9,7.765,q
115.0,6.1,q
76.39619,5.42,q
37.896,2.14,q
38.118183,1.807,q
70.564445,4.2,q
72.193,3.74,q
/
55.35414,3.74,q
112.24414,6.877692,q
121.111115,8.090114,q
98.95,7.03,q
/
121.0,6.96,q
116.5,6.775,q
114.3,7.055,q
144.6,7.5627947,q
115.0,6.747,q
/
56.534443,3.8966668,q
115.6,7.22,q
122.7,7.1,q
115.418335,6.825,q
144.5,7.5627947,q
119.333336,6.747,q
/
56.266666,3.89,q
106.4,6.9,q
145.51428,7.5923333,q
116.12857,6.5225,q
/
56.24,3.89,q
106.9,7.56925,q
/
130.22144,7.48,q
116.25714,6.81,q
144.55714,7.72,q
117.83,6.499,q
/
119.718185,6.9954786,q
136.15454,7.4543443,q
117.854546,6.9810443,q
131.15454,7.935567,q
/
