42.386665,2.5416667,q
64.7,4.385,q
40.4,3.6583333,q
130.47,7.03,q
114.905,6.689,q
110.33483,6.636471,q
56.089813,3.8966668,q
114.59896,6.626,q
24.2,2.8475,q
46.9,2.7783334,q
/
42.386665,2.5416667,q
64.0,4.385,q
39.7,3.6583333,q
130.47,7.03,q
114.905,6.689,q
114.4,6.69,q
114.9,6.626,q
24.2,2.8475,q
46.9,2.7783334,q
/
42.386665,2.5416667,q
64.7,4.385,q
39.1,3.6583333,q
130.92,6.95,q
113.66,6.802,q
54.67,3.74,q
110.33483,6.636471,q
56.089813,3.8966668,q
114.59896,6.626,q
24.2,2.8475,q
46.9,2.7783334,q
/
42.386665,2.5416667,q
64.0,4.385,q
39.733334,3.6583333,q
130.92,6.95,q
113.66,6.802,q
54.67,3.74,q
114.4,6.69,q
114.9,6.626,q
24.2,2.8475,q
46.9,2.7783334,q
/
111.0,6.69,q
57.8,4.13,q
41.7,3.005,q
131.3,7.07,q
116.6,6.689,q
40.725,3.075,q
23.4,2.78,q
111.0,6.626,q
/
56.089813,3.8966668,q
110.33483,6.636471,q
57.8,4.13,q
41.7,3.005,q
131.3,7.07,q
116.6,6.689,q
40.725,3.075,q
23.4,2.78,q
114.59896,6.626,q
/
60.3,3.6,q
112.8,7.9,q
56.6,3.8966668,q
115.8,6.83,q
34.6,2.76,q
62.25,2.975,q
43.75,2.55,q
52.96,2.7783334,q
28.3,2.63,q
115.9,6.63,q
/
60.3,3.6,q
112.8,7.9,q
56.6,3.8966668,q
115.8,6.83,q
35.8,2.6,q
54.7,3.58,q
43.2,3.105,q
27.8,2.9,q
115.5,6.63,q
/
123.895,7.11,q
131.56923,7.301012,q
126.333954,7.302,q
35.9,2.7675,q
62.9,2.89,q
43.75,2.55,q
53.025,2.7783334,q
29.4,2.96,q
111.1,6.73,q
55.675,3.805,q
62.0,3.7833333,q
/
56.294735,3.93,q
110.7,6.71,q
55.910103,3.8408632,q
116.1,6.9502234,q
130.29524,7.01,q
126.333954,7.302,q
35.9,2.7675,q
62.325,3.06,q
43.75,2.55,q
53.025,2.7783334,q
29.125,2.96,q
/
116.1,6.9502234,q
130.29524,7.01,q
126.333954,7.302,q
55.910103,3.8408632,q
38.1,2.6,q
53.8,3.58,q
62.0,3.7833333,q
55.675,3.805,q
111.5,6.65,q
29.0,2.9,q
42.5,3.105,q
/
55.85,3.882,q
111.0,6.83,q
119.0,6.86,q
35.9,2.755,q
62.9,2.89,q
43.75,2.55,q
53.025,2.7783334,q
29.4,2.96,q
111.1,6.73,q
55.675,3.805,q
62.0,3.7833333,q
/
55.85,3.882,q
110.8,6.83,q
118.7,6.73,q
38.1,2.6,q
53.8,3.58,q
42.5,3.105,q
29.0,2.9,q
111.5,6.65,q
55.675,3.805,q
62.0,3.7833333,q
/
126.7,7.2977343,q
127.7,7.302,q
34.8,2.8988888,q
123.95,7.98,q
127.35,7.53,q
62.2,2.975,q
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
/
116.223335,6.689,q
130.36,7.03,q
39.25,3.069,q
57.078182,4.191,q
/
56.9,3.7473333,q
37.7,3.008348,q
119.5,6.6589165,q
119.9,6.698222,q
124.8,6.52,q
/
43.0,4.1351304,q
130.445,7.06,q
114.67,6.68,q
/
42.992,2.93,q
38.278,2.69,q
115.86305,6.6589165,q
116.02791,6.698222,q
124.9,6.925555,q
/
115.67139,6.7097726,q
126.8923,6.925555,q
50.6,3.66,q
199.3,9.72,q
/
111.0,6.626,q
23.4,2.78,q
40.725,3.075,q
57.8,4.13,q
41.7,3.005,q
131.3,7.07,q
116.6,6.689,q
111.0,6.69,q
/
56.4,3.8966668,q
111.95,6.65,q
28.75,2.78,q
41.2,3.075,q
57.8,4.13,q
41.7,3.005,q
131.3,7.07,q
116.6,6.689,q
114.0,6.69,q
/
56.4,3.8966668,q
110.6,6.65,q
24.4,2.8475,q
47.8,2.7783334,q
42.386665,2.5416667,q
64.0,4.385,q
39.7,3.6583333,q
130.47,7.03,q
114.905,6.689,q
113.4,6.69,q
/
56.4,3.8966668,q
111.95,6.65,q
28.75,2.78,q
40.35,3.075,q
60.5,4.13,q
41.733334,3.008348,q
115.86305,6.6589165,q
60.2,3.8638334,q
112.4,6.8,q
121.76667,6.586,q
112.3,6.69,q
/
56.336666,3.9933333,q
56.5,3.9375,q
103.8,7.4547577,q
118.3,7.4955,q
140.6,8.187715,q
42.0,4.125,q
111.5,6.177972,q
55.78857,3.865,q
55.0,3.89,q
110.5,6.7693024,q
120.1,6.925555,q
104.9,7.2526317,q
/
56.4,3.8966668,q
110.6,6.65,q
24.4,2.8475,q
46.633335,2.7783334,q
42.266666,2.5416667,q
64.4,4.385,q
40.766666,3.008348,q
117.85,6.6589165,q
118.4,6.698222,q
121.888885,6.52,q
113.4,6.69,q
/
56.4,3.8966668,q
110.6,6.65,q
24.4,2.8475,q
46.633335,2.7783334,q
42.266666,2.5416667,q
64.4,4.385,q
40.766666,3.008348,q
115.86305,6.6589165,q
60.2,3.8638334,q
112.4,6.8,q
121.76667,6.586,q
113.4,6.69,q
/
56.4,3.8966668,q
110.473854,6.716339,q
25.6,3.28,q
53.345,4.1175,q
42.453335,3.69,q
30.489779,4.61,q
115.86305,6.6589165,q
60.2,3.8638334,q
112.4,6.8,q
126.8923,6.925555,q
111.50382,6.941019,q
/
56.4,3.8966668,q
110.6,6.65,q
24.4,2.8475,q
46.633335,2.7783334,q
42.266666,2.5416667,q
64.4,4.385,q
40.766666,3.008348,q
115.86305,6.6589165,q
60.2,3.8638334,q
112.4,6.8,q
121.76667,6.586,q
113.4,6.69,q
/
43.72,2.55,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
121.425224,7.6688213,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.633335,2.7783334,q
/
43.72,2.55,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
121.425224,7.6688213,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.633335,2.7783334,q
/
21.5,2.79,q
120.7,8.4,q
129.20872,7.1563635,q
131.63857,6.89,q
34.8,2.8988888,q
62.2,2.975,q
121.425224,7.6688213,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.633335,2.7783334,q
43.72,2.55,q
/
26.6,1.31,q
69.8,4.1622224,q
121.425224,7.6688213,q
129.09341,7.3893723,q
127.94179,7.368,q
123.728264,7.1133127,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.756252,3.3463101,q
42.304855,2.19,q
/
12.0,0.9336,q
17.1,1.6348947,q
55.6,3.3463101,q
51.920288,3.0433333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
12.0,0.9336,q
17.1,1.6348947,q
55.6,3.3463101,q
51.920288,3.0433333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
15.363404,1.1906667,q
26.684313,2.658,q
126.333954,7.302,q
125.1,7.128,q
62.2,2.975,q
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.39,7.255,q
121.425224,7.6688213,q
36.041668,2.8988888,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
36.041668,2.8988888,q
128.60791,7.31475,q
128.61366,7.375,q
127.566666,7.411266,q
/
22.7,2.57,q
133.875,7.184212,q
127.1,7.005,q
126.333954,7.302,q
62.2,2.975,q
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.39,7.255,q
121.425224,7.6688213,q
36.041668,2.8988888,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
36.041668,2.8988888,q
126.87825,7.4256296,q
126.28836,7.4528236,q
134.2,6.944,q
116.094284,5.4465,q
/
35.483334,2.6,q
30.25625,1.5781813,q
23.848345,1.56025,q
53.20544,2.6591334,q
60.066456,3.6430953,q
128.80617,7.295,q
128.42809,7.3045588,q
127.366615,7.2678795,q
62.117294,3.5956666,q
21.666666,3.008348,q
126.333954,7.302,q
128.55164,7.2977343,q
125.75,7.2977343,q
128.95,7.302,q
33.890774,2.1,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
21.5,2.79,q
120.7,8.4,q
129.20872,7.1563635,q
131.63857,6.89,q
34.8,2.8988888,q
62.2,2.975,q
121.425224,7.6688213,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.633335,2.7783334,q
43.72,2.55,q
/
21.5,2.79,q
120.7,8.4,q
129.20872,7.1563635,q
131.63857,6.89,q
34.8,2.8988888,q
62.2,2.975,q
121.425224,7.6688213,q
126.39,7.255,q
126.333954,7.302,q
28.195646,2.8475,q
49.633335,2.7783334,q
43.72,2.55,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
42.3,2.3534467,q
53.924835,4.2512584,q
126.151764,7.297125,q
126.933334,7.30875,q
127.29819,7.2665153,q
124.693375,7.408056,q
40.916363,3.38,q
68.12334,4.829123,q
122.07273,7.214286,q
126.21429,7.28,q
126.56,7.1866665,q
128.96,7.1866665,q
27.6,2.845,q
28.182907,1.5781813,q
/
116.715,5.11,q
136.09,5.68,q
57.12,3.23,q
51.920288,3.0433333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
10.84,1.04,q
15.98,1.825,q
62.532375,3.518766,q
28.046,3.0061429,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
71.601425,4.8638926,q
31.678183,3.4515386,q
128.55164,7.2977343,q
127.35,7.53,q
123.95,7.98,q
42.25,3.3402548,q
/
20.344444,2.360758,q
15.666667,2.407,q
16.825634,2.6876667,q
31.678183,3.4515386,q
71.601425,4.8638926,q
16.600624,2.407,q
28.046,3.0061429,q
62.532375,3.518766,q
48.45,3.435,q
125.975,7.0507536,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
14.286667,0.98,q
23.483334,1.59,q
35.156666,2.56,q
121.425224,7.6688213,q
129.09341,7.3893723,q
126.7,7.2977343,q
127.7,7.302,q
34.8,2.8988888,q
62.2,2.975,q
129.20872,7.1563635,q
28.195646,2.8475,q
49.633335,2.7783334,q
43.72,2.55,q
/
12.0,0.9336,q
17.1,1.6348947,q
55.6,3.3463101,q
51.920288,3.0433333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
18.411112,2.206,q
130.726,6.929,q
126.30454,7.2638097,q
124.693375,7.408056,q
28.827833,2.8128617,q
29.711643,1.8402979,q
62.117294,3.5956666,q
40.916363,3.38,q
25.4,1.5781813,q
23.848345,1.56025,q
53.20544,2.6591334,q
60.066456,3.6430953,q
128.80617,7.295,q
128.42809,7.3045588,q
127.366615,7.2678795,q
/
21.2,2.3350217,q
125.25,7.015,q
127.94104,7.556732,q
128.4099,7.1610794,q
57.246365,4.14,q
60.066456,3.6430953,q
128.80617,7.295,q
128.42809,7.3045588,q
127.366615,7.2678795,q
62.117294,3.5956666,q
40.3973,2.8297112,q
128.22954,7.0507536,q
19.445862,2.2771819,q
20.175,2.2771819,q
125.45,7.0507536,q
30.8,2.9,q
29.711643,2.0933332,q
/
43.72,2.55,q
49.633335,2.7783334,q
28.195646,2.8475,q
62.2,2.975,q
34.8,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
115.47371,7.513245,q
114.095,7.513245,q
/
22.7,2.57,q
121.425224,7.6688213,q
129.09341,7.3893723,q
126.7,7.2977343,q
127.7,7.302,q
34.8,2.8988888,q
62.2,2.975,q
129.20872,7.1563635,q
129.35748,7.133091,q
28.195646,2.8475,q
49.633335,2.7783334,q
43.72,2.55,q
/
13.666531,1.0631176,q
47.726124,2.6668334,q
51.920288,3.0433333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
56.72,4.002,q
80.196365,5.1109414,q
49.756252,2.8033333,q
28.195646,2.8475,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
60.71569,4.385,q
36.041668,2.8988888,q
127.7,7.302,q
126.7,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
42.25,3.3402548,q
62.532375,3.518766,q
30.489779,2.0539253,q
84.486,4.5843334,q
28.046,3.0061429,q
126.333954,7.302,q
126.39,7.255,q
121.425224,7.6688213,q
71.601425,4.8638926,q
31.678183,3.4515386,q
128.55164,7.2977343,q
127.35,7.53,q
123.95,7.98,q
/
